ideafold/xiaohuoban,0.905289389888,XMPP,node
ijarobot/Android-Chat-Widget,0.830288941674,XMPP,node
ikasapoglu/Android-SocketChatClient,0.718728024768,parse,android,chat,node,client
intrepidkarthi/RabbitMQ-Android-Chat,0.857142857143,XMPP,node
ja-bravo/Android-Chat,0.798865417938,XMPP,node
jerrya/Chatwave,0.827145673719,XMPP,node
jinhui185190197/Android_P2P_Chat,0.825036446944,XMPP,node
jinjiantong/chatDemo,0.851032215455,XMPP,node
jitsi/jitsi-android,0.940238569533,parse,node
jos0003/Chat,0.690238762935,parse,XMPP
junsle/android-standard-chathead,0.832816536227,XMPP,node
justaddwater71/FirstResponder,0.811974641727,XMPP,node
kanishkt/ChitChat,0.762404518344,XMPP,node
kb14/Cerebro1,0.828079523482,XMPP,node
kcrimi/BitChat,0.721113324489,XMPP,node
kevelbreh/steamchat,0.846406094485,XMPP,node
klinker24/android-chat,0.803883864862,XMPP,node
kymjs/EmojiChat,0.783975310053,XMPP,node
lakjcomspace/AndroidChatClientServer,0.893095503235,XMPP,node
lingmm/Realtime-Chating,0.687190191792,socket,XMPP,network,node,client
lishiyo/HumblrTumblr,0.706824920079,parse,android,chat,node,client
liveoak-io/liveoak-example-chat-android,0.747737510445,XMPP,node
loganlinn/nodechat-android,0.721113324489,XMPP,node
lolevsky/GCM_Chat_example,0.787252099836,XMPP,node
mail2nnikki/WifiChat,0.921188959376,XMPP,node
marcuspimenta/Chat-Bluetooth-Android,0.855995391779,XMPP,node
mcdonamp/RoseAndroidChat,0.768319714639,parse,android,chat,node,client
mengqingbao/in-chat,0.846406094485,XMPP,node
mihapirnat/gentiandroid,0.913197583943,XMPP,node
mimdad07/social_networking_app,0.777973482107,XMPP,node
moondroid/ChatBot,0.816660300594,XMPP,node
nidhi1608/SimpleChat,0.751854166507,XMPP,node
nkzawa/socket.io-android-chat,0.68177708633,parse,android,chat,node,client
novagen/AnarchyTalk,0.885329381927,XMPP,node
ntcnet83/ChatRoom,0.821428571429,XMPP,node
oikomi/FishChatAndroid,0.700607524574,XMPP,node
ollej/prat,0.848693116833,XMPP,node
omayib/Android-ChatOK-App,0.753833594346,parse,android,chat,node,client
onionApps/Chat.onion,0.816550153574,XMPP,node
pocmo/Yaaic,0.841886116992,XMPP,node
polyclef/BluetoothChatMulti,0.908330150297,XMPP,node
praveendath92/GroupChat,0.845696650038,XMPP,node
prof7bit/TorChat-Android,0.900741666603,XMPP,node
pubnub/pubnub-android-chat,0.734373398755,XMPP,node
pusher/android-chat-example,0.75099824239,parse,android,chat,node,client
py-chat/NullChat_android,0.921188959376,XMPP,node
qmdx/WifiChat,0.812173628996,XMPP,node
rafaelsf80/libreChat,0.89760406299,XMPP,node
realtime-framework/MessagingAndroidChat,0.811017763495,XMPP,node
rovolution/SpamMe,0.854521406509,XMPP,node
rubeus90/WonderCom,0.843507840713,XMPP,node
samirabloom/chaturaji,0.842757274492,XMPP,node
samsao/messageui-android,0.728947629128,XMPP,node
samsungdevs/ChatONANE,1.0,XMPP,node
sechat/android_chat,0.879509326822,XMPP,node
shadowwolf0189/LeagueChat,0.787252099836,XMPP,node
shawn4com/lan-voice-chat,0.916521612887,XMPP,node
shaznee/BreezeChat,0.792980332197,XMPP,node
slava-ustinov/ChatHoc,0.885386348988,XMPP,node
smartnlp/android-robot,0.829059135311,XMPP,node
sreejesh79/android-socket.io-demo,0.704239759124,parse,XMPP
starwed/KolChatter,0.915484574527,XMPP,node
stephenvisser/android-chat,0.80481998541,XMPP,node
thaleslima/Chat-Firebase,0.812322364461,parse,android,chat,node,client
touchlab/SampleChatAndroid,0.721113324489,XMPP,node
unclouded-io/android-messenger,0.925875068334,XMPP,node
vickychijwani/BubbleNote,0.805538882934,XMPP,node
vishy1618/Talkback,0.865012688211,XMPP,node
viyancs/Chat-Android,0.75099824239,parse,android,chat,node,client
warting/AndroidChatBubbles,0.767698420186,parse,android,chat,node,client
wenjue/CimChat,0.814760356591,XMPP,node
wgaalves/RabbitMQAndroid,0.888544357485,XMPP,node
wixon/SoundChat,0.830969149054,XMPP,node
yuripourre/mobile-chat,0.880477139067,XMPP,node
zhaozw/android-1,0.949937382568,parse,node
zijunlin/CnblogsChat,0.743021915625,XMPP,node
